product_name,price_per_kg,units_shipped_kg,units_sold_kg,units_on_hand_kg,supplier,farm_location,sale_date,sales_growth,product_id_09728c35-ae6c-4ac6-a7b4-eff32b3574c3,product_id_0985f295-bb82-484f-9cab-76637e8e8bdb,product_id_0bd5bf2b-be0a-4ba0-aa92-059021b169e3,product_id_0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,product_id_10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,product_id_1c48eb53-85bc-4b76-92ef-97d240a8a227,product_id_28f45387-03b8-48f9-b67c-d921d29f60b6,product_id_3b5d009c-ae38-4a53-9c94-f1853d67f882,product_id_3b87981b-375b-494a-9b11-00bf7144143a,product_id_403d5331-41ba-4a1a-86d2-e1599b965c1b,product_id_4a0f8862-c851-4073-bc17-3a3d93834902,product_id_57ad2178-9598-4981-b0f7-78a91162821e,product_id_5feb3ab1-f866-4401-b84a-d4d4d6168c8f,product_id_6c8adfc3-2114-4b78-a3e2-2269a6a0dc02,product_id_7ba3ccef-363a-40c5-9bbd-a451068846c5,product_id_857e56ee-a962-479e-99f0-983999e858bd,product_id_8a279b7d-f76f-44c1-8df6-e7db17a391d6,product_id_8dc0c292-d59b-4692-bcc4-2003c0177ea7,product_id_8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,product_id_921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,product_id_9bb2d8db-a7ac-4d40-9d3c-0c96cafe7153,product_id_b12c721e-8301-4b08-8ac3-d435be9b8b32,product_id_be996df6-1780-4352-8b7d-1f927279aa49,product_id_c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,product_id_c81f400e-c19f-417f-99fb-039a19506e85,product_id_dd7f2ac0-a03a-487d-bf43-96d8415c3a60,product_id_e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,product_id_f0fa3446-1398-417a-bda7-de131121a15b,category_Dairy,category_Fruits,category_Grains,category_Livestock,category_Vegetables
Apples,3.5,11997,11747,250,Berry Fields,"New Patienceshire, WV",2022-09-15,5.395957740009187,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Lettuce,1.05,37940,3767,34173,Fresh Harvest Co.,"Raleigh, WA",2023-10-11,15.068,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Corn,0.69,13234,12296,938,Golden Harvest Agriculture,"Noblefort, AZ",2022-10-27,0.3598162291867849,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Blueberries,6.24,7803,4740,3063,Berry Fields,"Garrickbury, MI",2023-05-25,5.053304904051172,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cabbage,0.86,26631,20361,6270,Nature's Best Produce,"South Wade, GA",2023-12-24,6.647404505386875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Rice,1.17,24387,21498,2889,Midwest Grains Co.,"West Kareemland, CA",2023-12-05,3.4287081339712917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Tomatoes,2.89,6076,5649,427,Fresh Harvest Co.,"Edmond, KY",2023-11-07,1.9553478712357217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Grapes,4.03,15411,10803,4608,Orchard Lane Farms,"Hesselburgh, SC",2023-09-18,25.29976580796253,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pork,8.19,46188,18752,27436,Country Fresh Meats,"Isomchester, WY",2023-06-17,4.069444444444445,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,0.54,27125,25513,1612,Golden Harvest Agriculture,"Elodyfurt, IA",2023-11-01,0.9299096078145502,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Milk,1.12,2466,1494,972,Dairyland Co-op,"New Jaeden, MO",2022-01-07,0.9267990074441688,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cabbage,0.81,33299,21087,12212,Fresh Harvest Co.,"North Ahmad, TN",2022-10-26,21.694444444444443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Butter,4.63,2031,718,1313,Organic Valley,"Lompoc, AL",2022-04-08,0.058794628234523416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Bananas,1.8,49093,13759,35334,Berry Fields,"West Cassandre, DE",2022-10-24,10.479055597867479,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cheese,9.17,24386,3988,20398,Fresh Dairy Farms,"Geraldville, WI",2022-10-30,0.11286579498500028,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Barley,0.78,48211,22687,25524,Farmers Grain Union,"Kleinview, WI",2022-08-04,1.112216884008236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Milk,0.98,42837,16531,26306,Dairyland Co-op,"Jaylonchester, VA",2023-05-01,0.6476649427989344,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Beef,12.0,33704,31913,1791,Prime Meats LLC,"Jackiehaven, MA",2022-04-26,1.2131452900478978,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Peaches,3.44,20835,17512,3323,Citrus World Inc.,"Diegoland, AZ",2023-09-28,9.777777777777779,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Oats,0.75,46557,24001,22556,Midwest Grains Co.,"Alisabury, NE",2023-01-05,7.222690340054168,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Chicken,3.31,13262,11672,1590,Organic Meats Co.,"Blockchester, KY",2023-10-03,0.5174676361056925,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,0.45,49629,22813,26816,Midwest Grains Co.,"Antelope, SC",2023-04-12,14.347798742138364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Potatoes,0.71,41394,29467,11927,Sunrise Agriculture,"Uptonland, TX",2023-02-05,1.098858890214797,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Bananas,1.69,40483,39948,535,Orchard Lane Farms,"Port Flaviebury, WA",2023-03-31,3.34937536681479,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Yogurt,2.81,22527,17308,5219,Happy Cows Dairy,"Lake Frankiestead, WA",2022-12-11,32.35140186915888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Rye,0.99,32368,12157,20211,Midwest Grains Co.,"Columbia, ND",2023-03-01,2.3293734431883504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Strawberries,5.53,3577,3123,454,Citrus World Inc.,"Port Holly, NJ",2023-11-13,0.15451981594181385,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bananas,1.4,41830,7809,34021,Citrus World Inc.,"East Dallin, WV",2022-02-19,17.20044052863436,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rye,0.86,8928,7711,1217,Golden Harvest Agriculture,"Sparks, OR",2022-03-11,0.22665412539313953,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Potatoes,0.75,33796,15768,18028,Sunrise Agriculture,"Grand Forks, OH",2023-05-18,12.95645028759244,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Grapes,3.44,25511,20131,5380,Orchard Lane Farms,"Ameliastead, NV",2022-02-05,1.1166518748613268,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tomatoes,2.02,2119,894,1225,Nature's Best Produce,"Schadentown, MA",2023-01-26,0.16617100371747212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lamb,9.8,49579,15755,33824,Country Fresh Meats,"Harberworth, TN",2022-12-28,12.861224489795918,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Oranges,2.51,41510,29274,12236,Berry Fields,"Frederick, IN",2023-05-25,0.8654801324503312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Pork,7.32,41528,26200,15328,Prime Meats LLC,"West George, TX",2022-11-17,2.1412226217718207,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Tomatoes,2.23,23579,15144,8435,Sunrise Agriculture,"Jeniferfort, MS",2023-08-26,0.9879958246346555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Butter,4.35,48048,11301,36747,Dairyland Co-op,"Lakinbury, MN",2022-09-14,1.3397747480735032,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Butter,5.23,36741,30554,6187,Organic Valley,"Charleston, ME",2023-08-01,0.8314692355838572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Chicken,2.64,16235,4898,11337,Organic Meats Co.,"Fort Melisaboro, NE",2023-12-27,0.7916599321157265,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bananas,1.71,4770,360,4410,Orchard Lane Farms,"Pompano Beach, WY",2022-11-08,0.03175443238952104,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Grapes,4.72,44179,15913,28266,Golden Orchards,"Fort Roma, NV",2022-05-25,3.608390022675737,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cheese,9.41,22813,1513,21300,Dairyland Co-op,"East Meaganberg, CT",2023-06-26,0.053527205830326184,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tomatoes,2.9,10158,2232,7926,Nature's Best Produce,"South Melvinacester, MI",2023-03-21,0.1047887323943662,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Yogurt,3.46,39548,37427,2121,Fresh Dairy Farms,"Bell Gardens, KS",2022-02-03,4.722053999495332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Butter,4.28,9029,1228,7801,Dairyland Co-op,"Kimside, AR",2022-08-16,0.578972182932579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Cabbage,0.61,13444,3148,10296,Nature's Best Produce,"Rennerberg, NJ",2022-07-25,0.403538007947699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Blueberries,6.54,22283,906,21377,Berry Fields,"Chula Vista, DE",2022-06-29,0.087995337995338,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Corn,0.69,48440,1380,47060,Midwest Grains Co.,"East Heavenfield, NM",2023-08-06,0.06455536324086635,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Butter,4.2,16380,10257,6123,Happy Cows Dairy,"Port Keyon, CA",2022-11-11,0.21795580110497237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Cabbage,0.66,8875,4139,4736,Green Valley Farms,"North Maeveport, FL",2023-09-28,0.6759758288420709,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Oranges,2.57,36853,6088,30765,Golden Orchards,"Jeraldfield, LA",2022-04-19,1.285472972972973,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Pork,7.92,34939,18790,16149,Prime Meats LLC,"Linwoodstad, WY",2022-10-15,0.610758979359662,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Oats,0.73,42404,18962,23442,Golden Harvest Agriculture,"Kittyberg, CA",2023-12-30,1.1741903523437984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Butter,4.98,18864,17143,1721,Fresh Dairy Farms,"West Richard, MI",2022-04-11,0.7312942581690982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Grapes,3.49,32678,12673,20005,Golden Orchards,"Weissnatstad, NH",2023-02-04,7.363742010459036,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Carrots,1.0,43252,42529,723,Green Valley Farms,"Farrellshire, IA",2023-07-08,2.1259185203699076,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pork,7.4,7466,3614,3852,Prime Meats LLC,"New Colin, AZ",2023-11-09,4.998616874135546,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Strawberries,4.33,27056,19482,7574,Golden Orchards,"Luisaboro, GA",2022-11-21,5.057632398753894,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Potatoes,0.89,12316,11433,883,Fresh Harvest Co.,"Jarodmouth, AZ",2023-04-22,1.509506205439662,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Cheese,9.52,21916,17139,4777,Dairyland Co-op,"Connberg, SD",2022-02-06,19.40996602491506,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Lamb,11.87,45675,43192,2483,Organic Meats Co.,"Lennyburgh, IL",2022-01-27,9.041657944316517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Carrots,1.29,47048,19080,27968,Fresh Harvest Co.,"Monahanfield, IN",2023-07-19,7.684252919855014,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Butter,4.32,43058,23092,19966,Organic Valley,"Taniacester, ID",2022-01-26,0.8256578947368421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Apples,2.95,1535,660,875,Orchard Lane Farms,"Chino Hills, WY",2023-08-22,0.03305619553240509,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Milk,1.42,3111,2261,850,Organic Valley,"Schustershire, DE",2023-12-07,2.584,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Lamb,12.58,14197,4026,10171,Ranchers Pride,"Flower Mound, WV",2022-04-28,4.736470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Peaches,3.42,12332,2923,9409,Golden Orchards,"Magdalenaburgh, AK",2023-10-22,0.2873857044538394,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Cabbage,0.89,11943,6989,4954,Green Valley Farms,"Karelleworth, ID",2022-05-29,0.7427994473376555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chicken,2.85,5651,769,4882,Country Fresh Meats,"Summerville, CT",2023-07-13,0.15522809850625757,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Butter,5.58,13404,8854,4550,Happy Cows Dairy,"Leonefort, KY",2023-01-16,1.813600983203605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Lamb,11.92,13109,5265,7844,Ranchers Pride,"Dietrichberg, NH",2023-02-21,1.1571428571428573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Beef,9.61,43662,27365,16297,Country Fresh Meats,"North Aileen, LA",2023-09-06,3.4886537480877102,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Tomatoes,2.08,42564,3503,39061,Nature's Best Produce,"Shermanton, NM",2023-01-05,0.2149475363563846,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lamb,12.39,47931,32112,15819,Ranchers Pride,"Darrenchester, NE",2022-02-27,0.8220987685927139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Onions,0.81,26634,4692,21942,Sunrise Agriculture,"Quigleybury, ID",2022-01-20,0.29660534799924143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Pork,7.16,36482,10871,25611,Prime Meats LLC,"Loyceton, LA",2022-11-25,0.49544253030717345,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Rye,0.9,22162,21716,446,Farmers Grain Union,"Scranton, MD",2023-11-11,0.8479169107024326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Potatoes,0.72,8171,3713,4458,Fresh Harvest Co.,"Schmittburgh, MD",2023-10-26,8.325112107623319,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Oats,0.7,34326,5377,28949,Farmers Grain Union,"Rosaliashire, MT",2022-01-03,1.2061462539255272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Pork,8.24,31880,4952,26928,Prime Meats LLC,"North Joanchester, NH",2023-09-23,0.17105944937648968,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Yogurt,2.66,20988,8752,12236,Dairyland Co-op,"Lubowitzshire, NY",2022-12-19,0.32501485442661915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Onions,0.87,3250,3060,190,Green Valley Farms,"South Darlene, ME",2022-02-09,0.2500817260542661,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Lettuce,1.0,43283,15571,27712,Green Valley Farms,"Anderson, ME",2022-04-03,81.95263157894736,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Cheese,7.48,15161,6572,8589,Happy Cows Dairy,"Adriennecester, NH",2023-11-01,0.23715357967667436,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Milk,1.33,39307,917,38390,Happy Cows Dairy,"Port Bridgettefield, IL",2022-05-28,0.10676446617766912,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Beef,10.64,27359,2181,25178,Prime Meats LLC,"South Weldon, IA",2023-10-26,0.05681166970565251,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,0.46,37083,34791,2292,Midwest Grains Co.,"East Houstonton, CA",2023-12-17,1.3818015728016522,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Strawberries,4.46,4826,3549,1277,Orchard Lane Farms,"Findlay, NM",2022-09-18,1.5484293193717278,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tomatoes,2.57,48693,48263,430,Green Valley Farms,"Ames, GA",2023-01-20,37.79404855129209,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Strawberries,5.24,27862,13638,14224,Citrus World Inc.,"Hankton, IL",2023-06-05,31.71627906976744,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Butter,5.62,1689,1606,83,Organic Valley,"North Emiletown, NJ",2023-03-22,0.11290776152980878,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Rice,0.94,11866,7831,4035,Midwest Grains Co.,"Bayonne, MI",2022-07-07,94.34939759036145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Tomatoes,2.03,17748,12186,5562,Green Valley Farms,"St. Peters, KY",2022-01-07,3.020074349442379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chicken,2.74,3871,1565,2306,Country Fresh Meats,"Fort Aracely, MN",2022-05-21,0.28137360661632504,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Milk,1.0,2448,2047,401,Happy Cows Dairy,"Ernserchester, MI",2022-05-05,0.8876843018213356,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Grapes,3.26,29059,27388,1671,Citrus World Inc.,"Fort Elinoretown, TN",2022-11-18,68.29925187032418,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apples,2.47,5659,5244,415,Berry Fields,"Yundtcester, WV",2022-01-04,3.1382405745062836,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Lamb,11.02,41756,38002,3754,Ranchers Pride,"North Amaraland, OR",2022-05-23,91.5710843373494,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Rice,1.0,21804,12473,9331,Midwest Grains Co.,"St. Charles, MI",2022-08-23,3.322589238145978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Oats,0.66,48721,22628,26093,Midwest Grains Co.,"New Brookboro, AK",2023-12-05,2.4250348301361053,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Chicken,3.37,27844,6645,21199,Prime Meats LLC,"Daly City, AR",2023-12-06,0.2546660023761162,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pork,6.71,43901,22423,21478,Prime Meats LLC,"Lake Juwan, TX",2022-02-14,1.0577385725741781,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Barley,0.71,28120,22843,5277,Organic Grain Collective,"Kendall, WA",2022-05-14,1.0635534034826335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Milk,1.25,8690,8300,390,Happy Cows Dairy,"Armstronghaven, SC",2022-06-16,1.5728633693386393,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Wheat,0.51,13653,4013,9640,Midwest Grains Co.,"Adoniston, ND",2022-01-13,10.28974358974359,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Carrots,1.43,16855,10446,6409,Sunrise Agriculture,"Ebertberg, UT",2023-08-09,1.083609958506224,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Tomatoes,2.36,39280,18831,20449,Green Valley Farms,"Murfreesboro, AK",2023-01-24,2.938211889530348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lamb,9.98,44944,30786,14158,Country Fresh Meats,"Rileystad, SD",2023-06-18,1.5055014915154776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
